ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Country,Sport,Event,Medal
281,S. Abdul Hamid,M,21,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Athletics,Athletics Men's 110 metres Hurdles,NA
281,S. Abdul Hamid,M,21,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Athletics,Athletics Men's 400 metres Hurdles,NA
512,Shiny Kurisingal Abraham-Wilson,F,19,167,53,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Athletics,Athletics Women's 800 metres,NA
512,Shiny Kurisingal Abraham-Wilson,F,19,167,53,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Athletics,Athletics Women's 4 x 400 metres Relay,NA
512,Shiny Kurisingal Abraham-Wilson,F,23,167,53,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Athletics,Athletics Women's 800 metres,NA
512,Shiny Kurisingal Abraham-Wilson,F,23,167,53,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Athletics,Athletics Women's 4 x 400 metres Relay,NA
512,Shiny Kurisingal Abraham-Wilson,F,27,167,53,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Athletics,Athletics Women's 800 metres,NA
512,Shiny Kurisingal Abraham-Wilson,F,31,167,53,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Athletics,Athletics Women's 4 x 400 metres Relay,NA
663,Sharath Kamal Achanta,M,22,186,85,India,IND,2004 Summer,2004,Summer,Athina,Greece,Table Tennis,Table Tennis Men's Singles,NA
663,Sharath Kamal Achanta,M,26,186,85,India,IND,2008 Summer,2008,Summer,Beijing,China,Table Tennis,Table Tennis Men's Singles,NA
663,Sharath Kamal Achanta,M,34,186,85,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Table Tennis,Table Tennis Men's Singles,NA
952,Badathala Adisekhar,M,28,NA,53,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Weightlifting,Weightlifting Men's Flyweight,NA
952,Badathala Adisekhar,M,32,NA,53,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Weightlifting,Weightlifting Men's Flyweight,NA
1105,Mirza Najib Aga,M,19,NA,NA,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Judo,Judo Men's Half-Lightweight,NA
1149,Neha Aggarwal,F,18,170,67,India,IND,2008 Summer,2008,Summer,Beijing,China,Table Tennis,Table Tennis Women's Singles,NA
1331,Jahan Ahir,M,27,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Water Polo,Water Polo Men's Water Polo,NA
1366,Jitendarjit Singh Ahluwalia,M,25,179,69,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
1366,Jitendarjit Singh Ahluwalia,M,25,179,69,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",NA
1399,A. Hussain Ahmed,M,18,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
1415,Shakeel Ahmed,M,21,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Hockey,Hockey Men's Hockey,NA
1455,Neha Ahuja,F,24,162,54,India,IND,2006 Winter,2006,Winter,Torino,Italy,Alpine Skiing,Alpine Skiing Women's Giant Slalom,NA
1455,Neha Ahuja,F,24,162,54,India,IND,2006 Winter,2006,Winter,Torino,Italy,Alpine Skiing,Alpine Skiing Women's Slalom,NA
1710,Balkrishan Akotkar,M,27,171,57,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Athletics,Athletics Men's Marathon,NA
2453,Anil Alexander Aldrin,M,24,NA,NA,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Hockey,Hockey Men's Hockey,NA
2699,Shaukat Ali,M,30,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Hockey,Hockey Men's Hockey,Gold
2702,Syed Ali,M,19,169,60,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Hockey,Hockey Men's Hockey,NA
2703,Syed Mushtaq Ali,M,22,165,61,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Hockey,Hockey Men's Hockey,Gold
2706,Sayed Zeeshan Ali,M,18,180,64,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Tennis,Tennis Men's Singles,NA
2864,Richard James Allen,M,25,172,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Hockey,Hockey Men's Hockey,Gold
2864,Richard James Allen,M,30,172,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
2864,Richard James Allen,M,34,172,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
3053,Bobby Aloysius,F,30,173,55,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's High Jump,NA
3436,Jehangoo Amin,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
3538,Anand Amritraj,M,36,185,77,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Tennis,Tennis Men's Doubles,NA
3539,Vijay Amritraj,M,34,193,75,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Tennis,Tennis Men's Singles,NA
3539,Vijay Amritraj,M,34,193,75,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Tennis,Tennis Men's Doubles,NA
4000,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil",M,29,183,97,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",NA
4000,"Ganpatrao Krishnaji ""Ganpat"" Andhalkar-Patil",M,29,183,97,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Wrestling,"Wrestling Men's Heavyweight, Freestyle",NA
4251,Imtiaz Anees,M,29,158,60,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Equestrianism,"Equestrianism Mixed Three-Day Event, Individual",NA
4395,Subbaiah Anjaparavanda Bopaiah,M,25,169,60,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Hockey,Hockey Men's Hockey,NA
4504,Berland Anthony,M,NA,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Football,Football Men's Football,NA
4510,Joseph Anthony,M,NA,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Football,Football Men's Football,NA
4518,"Joseph Anthony ""Joe"" Antic",M,29,168,59,India,IND,1960 Summer,1960,Summer,Roma,Italy,Hockey,Hockey Men's Hockey,Silver
4523,Seema Antil,F,21,182,92,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's Discus Throw,NA
4523,Seema Antil,F,28,182,92,India,IND,2012 Summer,2012,Summer,London,England,Athletics,Athletics Women's Discus Throw,NA
4523,Seema Antil,F,33,182,92,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Women's Discus Throw,NA
4625,Rashid Mian Anwar,M,26,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
4640,Talimeren Ao,M,30,178,NA,India,IND,1948 Summer,1948,Summer,London,England,Football,Football Men's Football,NA
5562,Aditi Ashok,F,18,173,57,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Golf,Golf Women's Individual,NA
5563,Kumar Ashok,M,20,165,52,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Wrestling,"Wrestling Men's Flyweight, Freestyle",NA
5618,Sardar Mohammad Aslam,M,NA,NA,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
5868,Manu Attri,M,23,172,73,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Badminton,Badminton Men's Doubles,NA
6334,Sayed Khwaja Aziz-ud-Din,M,22,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Football,Football Men's Football,NA
6334,Sayed Khwaja Aziz-ud-Din,M,26,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
6427,Lalita Shivaji Babar,F,27,166,50,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,"Athletics Women's 3,000 metres Steeplechase",NA
6469,Kumari Babita,F,26,165,52,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Wrestling,"Wrestling Women's Featherweight, Freestyle",NA
6481,Chetan Panduranga Baboor,M,18,188,70,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Table Tennis,Table Tennis Men's Singles,NA
6481,Chetan Panduranga Baboor,M,22,188,70,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Table Tennis,Table Tennis Men's Singles,NA
6481,Chetan Panduranga Baboor,M,26,188,70,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Table Tennis,Table Tennis Men's Singles,NA
6481,Chetan Panduranga Baboor,M,26,188,70,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Table Tennis,Table Tennis Men's Doubles,NA
6486,Suresh Babu,M,19,187,72,India,IND,1972 Summer,1972,Summer,Munich,Germany,Athletics,Athletics Men's High Jump,NA
6958,Sri Chand Bajaj,M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Swimming,Swimming Men's 100 metres Freestyle,NA
7118,Subramani Balada Kalaiah,M,26,160,56,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Hockey,Hockey Men's Hockey,NA
7140,"Tulasidas Balaraman ""Balaram""",M,19,171,56,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
7140,"Tulasidas Balaraman ""Balaram""",M,23,171,56,India,IND,1960 Summer,1960,Summer,Roma,Italy,Football,Football Men's Football,NA
7299,Ashish Kumar Ballal,M,21,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Hockey,Hockey Men's Hockey,NA
7485,Dola Banerjee,F,24,162,69,India,IND,2004 Summer,2004,Summer,Athina,Greece,Archery,Archery Women's Individual,NA
7485,Dola Banerjee,F,24,162,69,India,IND,2004 Summer,2004,Summer,Athina,Greece,Archery,Archery Women's Team,NA
7485,Dola Banerjee,F,28,162,69,India,IND,2008 Summer,2008,Summer,Beijing,China,Archery,Archery Women's Individual,NA
7485,Dola Banerjee,F,28,162,69,India,IND,2008 Summer,2008,Summer,Beijing,China,Archery,Archery Women's Team,NA
7486,H. Harihar Banerjee,M,34,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",NA
7486,H. Harihar Banerjee,M,34,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
7486,H. Harihar Banerjee,M,34,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",NA
7486,H. Harihar Banerjee,M,38,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",NA
7487,"Pradeep Kumar ""PK"" Banerjee",M,20,173,65,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
7487,"Pradeep Kumar ""PK"" Banerjee",M,23,173,65,India,IND,1960 Summer,1960,Summer,Roma,Italy,Football,Football Men's Football,NA
7488,Rahul Banerjee,M,25,179,80,India,IND,2012 Summer,2012,Summer,London,England,Archery,Archery Men's Individual,NA
7488,Rahul Banerjee,M,25,179,80,India,IND,2012 Summer,2012,Summer,London,England,Archery,Archery Men's Team,NA
7489,Samar Banerjee,M,NA,NA,NA,India,IND,1956 Summer,1956,Summer,Melbourne,Australia,Football,Football Men's Football,NA
7558,Purma C. Bannerjee,M,NA,NA,NA,India,IND,1920 Summer,1920,Summer,Antwerpen,‎Belgium,Athletics,Athletics Men's 100 metres,NA
7558,Purma C. Bannerjee,M,NA,NA,NA,India,IND,1920 Summer,1920,Summer,Antwerpen,‎Belgium,Athletics,Athletics Men's 400 metres,NA
7912,"Lazarus ""Lajarus"" Barla",M,20,175,62,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Hockey,Hockey Men's Hockey,NA
7928,Bijoy Kumar Barman,M,23,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Water Polo,Water Polo Men's Water Polo,NA
7928,Bijoy Kumar Barman,M,23,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Swimming,Swimming Men's 100 metres Backstroke,NA
8404,Birendra Nath Basak,M,40,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Water Polo,Water Polo Men's Water Polo,NA
8423,A. Sattar Basheer,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Football,Football Men's Football,NA
8458,Ahmed Abdul Basith,M,30,178,75,India,IND,1972 Summer,1972,Summer,Munich,Germany,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NA
8604,Manika Batra,F,21,179,63,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Table Tennis,Table Tennis Women's Singles,NA
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,20,163,50,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Athletics,Athletics Women's 4 x 400 metres Relay,NA
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,25,163,50,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's 400 metres,NA
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,25,163,50,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's 4 x 400 metres Relay,NA
9336,"Kalayathumkuzhi Mathews ""K. M."" Beenamol",F,28,163,50,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's 4 x 400 metres Relay,NA
11185,Jai Bhagwan,M,27,NA,NA,India,IND,2012 Summer,2012,Summer,London,England,Boxing,Boxing Men's Lightweight,NA
11188,Gyan Prakash Bhalla,M,26,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Athletics,Athletics Men's 400 metres,NA
11188,Gyan Prakash Bhalla,M,26,NA,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Athletics,Athletics Men's 800 metres,NA
11189,Dhruv Bhandari,M,24,177,62,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Sailing,Sailing Mixed Two Person Dinghy,NA
11190,Gangotri Bhandari,F,23,147,NA,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Women's Hockey,NA
11196,Anant Ram Bhargava,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
11197,Vasudevan Bhaskaran,M,25,174,68,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Hockey,Hockey Men's Hockey,NA
11197,Vasudevan Bhaskaran,M,29,174,68,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Men's Hockey,Gold
11198,Balwinder Kaur Bhatia,F,21,160,NA,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Hockey,Hockey Women's Hockey,NA
11199,Randhawa Ranjit Bhatia,M,24,180,63,India,IND,1960 Summer,1960,Summer,Roma,Italy,Athletics,"Athletics Men's 5,000 metres",NA
11199,Randhawa Ranjit Bhatia,M,24,180,63,India,IND,1960 Summer,1960,Summer,Roma,Italy,Athletics,Athletics Men's Marathon,NA
11201,"Rabindranath ""Rabin"" Bhatta",M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Boxing,Boxing Men's Flyweight,NA
11202,Deepankar Bhattacharya,M,20,178,68,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Badminton,Badminton Men's Singles,NA
11202,Deepankar Bhattacharya,M,20,178,68,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Badminton,Badminton Men's Doubles,NA
11202,Deepankar Bhattacharya,M,24,178,68,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Badminton,Badminton Men's Singles,NA
11212,Dattu Baban Bhokanal,M,25,189,81,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Rowing,Rowing Men's Single Sculls,NA
11215,Nirmal Kumar Bhose,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Wrestling,"Wrestling Men's Bantamweight, Freestyle",NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Individual All-Around,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Team All-Around,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Floor Exercise,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Horse Vault,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Parallel Bars,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Horizontal Bar,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Rings,NA
11216,Bandu Bhosle,M,19,NA,NA,India,IND,1964 Summer,1964,Summer,Tokyo,Japan,Gymnastics,Gymnastics Men's Pommelled Horse,NA
11219,Mahesh Shrinivas Bhupathi,M,22,185,88,India,IND,1996 Summer,1996,Summer,Atlanta,United States of America,Tennis,Tennis Men's Doubles,NA
11219,Mahesh Shrinivas Bhupathi,M,26,185,88,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Tennis,Tennis Men's Doubles,NA
11219,Mahesh Shrinivas Bhupathi,M,30,185,88,India,IND,2004 Summer,2004,Summer,Athina,Greece,Tennis,Tennis Men's Doubles,NA
11219,Mahesh Shrinivas Bhupathi,M,34,185,88,India,IND,2008 Summer,2008,Summer,Beijing,China,Tennis,Tennis Men's Doubles,NA
11219,Mahesh Shrinivas Bhupathi,M,38,185,88,India-1,IND,2012 Summer,2012,Summer,London,England,Tennis,Tennis Men's Doubles,NA
11520,Govinda Billimogaputtaswamy,M,20,171,60,India,IND,1972 Summer,1972,Summer,Munich,Germany,Hockey,Hockey Men's Hockey,Bronze
11520,Govinda Billimogaputtaswamy,M,24,171,60,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Hockey,Hockey Men's Hockey,NA
11521,Cawas Kersasp Billimoria,M,29,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Judo,Judo Men's Heavyweight,NA
11601,Abhinav Bindra,M,17,173,70,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
11601,Abhinav Bindra,M,21,173,70,India,IND,2004 Summer,2004,Summer,Athina,Greece,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
11601,Abhinav Bindra,M,25,173,70,India,IND,2008 Summer,2008,Summer,Beijing,China,Shooting,"Shooting Men's Air Rifle, 10 metres",Gold
11601,Abhinav Bindra,M,29,173,70,India,IND,2012 Summer,2012,Summer,London,England,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
11601,Abhinav Bindra,M,33,173,70,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Shooting,"Shooting Men's Air Rifle, 10 metres",NA
11637,Kalayathumkuzhi Mathews Binu,M,23,172,61,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Men's 400 metres,NA
11651,Harishchandra Madhavrao Birajdar,M,22,192,100,India,IND,1972 Summer,1972,Summer,Munich,Germany,Wrestling,"Wrestling Men's Middleweight, Freestyle",NA
11652,Shahuraj Birajdar,M,25,167,54,India,IND,1988 Summer,1988,Summer,Seoul,South Korea,Boxing,Boxing Men's Bantamweight,NA
11778,Jagdish Kumar Singh Bishnoi,M,28,182,86,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Men's Javelin Throw,NA
11796,Madhumita Bisht,F,27,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Badminton,Badminton Women's Singles,NA
11824,Narendar Bisth Singh,M,28,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Boxing,Boxing Men's Featherweight,NA
11827,Soma Biswas,F,22,173,63,India,IND,2000 Summer,2000,Summer,Sydney,Australia,Athletics,Athletics Women's Heptathlon,NA
11827,Soma Biswas,F,26,173,63,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's Heptathlon,NA
12465,Anju Bobby George (Markose-),F,27,175,62,India,IND,2004 Summer,2004,Summer,Athina,Greece,Athletics,Athletics Women's Long Jump,NA
12465,Anju Bobby George (Markose-),F,31,175,62,India,IND,2008 Summer,2008,Summer,Beijing,China,Athletics,Athletics Women's Long Jump,NA
12589,Pradip Bode Kumar,M,NA,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Individual",NA
12589,Pradip Bode Kumar,M,NA,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Team",NA
12911,Lal Shah S. Bokhari,M,23,173,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
13373,Rohan Bopanna,M,32,190,87,India-1,IND,2012 Summer,2012,Summer,London,England,Tennis,Tennis Men's Doubles,NA
13373,Rohan Bopanna,M,36,190,87,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Tennis,Tennis Mixed Doubles,NA
13373,Rohan Bopanna,M,36,190,87,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Tennis,Tennis Men's Doubles,NA
13634,Charles Borromeo,M,25,174,59,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Athletics,Athletics Men's 800 metres,NA
13730,Benoy Bose Kumar,M,18,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Boxing,Boxing Men's Featherweight,NA
13730,Benoy Bose Kumar,M,22,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Boxing,Boxing Men's Featherweight,NA
15011,Frank Gerald Singlehurst Brewin,M,22,NA,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,24,NA,NA,India,IND,1964 Winter,1964,Winter,Innsbruck,Austria,Alpine Skiing,Alpine Skiing Men's Downhill,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,France,Alpine Skiing,Alpine Skiing Men's Downhill,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,France,Alpine Skiing,Alpine Skiing Men's Giant Slalom,NA
16270,Jeremy John (Jarema Stanisaw-) Bujakowski,M,28,NA,NA,India,IND,1968 Winter,1968,Winter,Grenoble,France,Alpine Skiing,Alpine Skiing Men's Slalom,NA
16701,R. Burns,M,NA,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Athletics,Athletics Men's 100 metres,NA
16701,R. Burns,M,NA,NA,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Athletics,Athletics Men's 200 metres,NA
17020,Sandeep Byala,M,24,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Judo,Judo Men's Half-Lightweight,NA
17101,Netai Chand Bysack,M,31,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Individual",NA
17101,Netai Chand Bysack,M,31,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Team",NA
17101,Netai Chand Bysack,M,31,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,Cycling Men's Sprint,NA
17101,Netai Chand Bysack,M,31,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
17542,Cyrus Cama,M,20,NA,NA,India,IND,1992 Summer,1992,Summer,Barcelona,Spain,Sailing,Sailing Men's Two Person Dinghy,NA
18475,"Richard John ""Dickie"" Carr",M,21,180,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
18475,"Richard John ""Dickie"" Carr",M,21,180,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Athletics,Athletics Men's 4 x 100 metres Relay,NA
18693,Joaquim Martin Carvalho,M,24,178,69,India,IND,1984 Summer,1984,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,NA
19555,A. G. Chagale,M,NA,NA,NA,India,IND,1948 Summer,1948,Summer,London,England,Art Competitions,"Art Competitions Mixed Painting, Paintings",NA
19583,Rushmi Chakravarthi,F,34,170,65,India,IND,2012 Summer,2012,Summer,London,England,Tennis,Tennis Women's Doubles,NA
19584,Suprovat Chakravarty,M,20,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Individual",NA
19584,Suprovat Chakravarty,M,20,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Road Race, Team",NA
19584,Suprovat Chakravarty,M,20,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's 1,000 metres Time Trial",NA
19584,Suprovat Chakravarty,M,20,NA,NA,India,IND,1952 Summer,1952,Summer,Helsinki,Finland,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",NA
19716,Dhyan Chand Bais,M,22,169,NA,India,IND,1928 Summer,1928,Summer,Amsterdam,Netherlands,Hockey,Hockey Men's Hockey,Gold
19716,Dhyan Chand Bais,M,26,169,NA,India,IND,1932 Summer,1932,Summer,Los Angeles,United States of America,Hockey,Hockey Men's Hockey,Gold
19716,Dhyan Chand Bais,M,30,169,NA,India,IND,1936 Summer,1936,Summer,Berlin,Germany,Hockey,Hockey Men's Hockey,Gold
19717,Dutee Chand,F,20,160,50,India,IND,2016 Summer,2016,Summer,Rio de Janeiro,Brazil,Athletics,Athletics Women's 100 metres,NA
19718,Gian Chand,M,NA,NA,NA,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",NA
19719,Hari Chand,M,23,172,63,India,IND,1976 Summer,1976,Summer,Montreal,Canada,Athletics,"Athletics Men's 10,000 metres",NA
19719,Hari Chand,M,27,172,63,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Athletics,"Athletics Men's 10,000 metres",NA
19719,Hari Chand,M,27,172,63,India,IND,1980 Summer,1980,Summer,Moskva,Russia,Athletics,Athletics Men's Marathon,NA
19720,Lal Chand Nil,M,32,177,62,India,IND,1960 Summer,1960,Summer,Roma,Italy,Athletics,Athletics Men's Marathon,NA
19722,Udey Chand,M,25,175,70,India,IND,1960 Summer,1960,Summer,Roma,Italy,Wrestling,"Wrestling Men's Welterweight, Freestyle",NA
