,Fighter Name,Nickname,W,L,D,Height,Weight,Reach,Stance,DOB,Age,SLPM,SAPM,STRA,STRD,TD,TDA,TDD,SUBA
2594,Andrew Sanchez,El Dirte,12,5,0,"6' 1""",185 lbs.,"74""",Orthodox,8-Apr-88,32,4.81,5.16,0.49,0.47,3.56,0.44,1,0
2595,Roberto Sanchez,Littlefury,8,2,0,"5' 6""",125 lbs.,"66""",Orthodox,5-Mar-86,34,0.51,3.05,0.33,0.45,3.81,1,0,0
2596,Jesse Sanders,None,22,6,0,"6' 0""",170 lbs.,NA,Orthodox,NA,0,0,6.45,0,0.35,0,0,0.5,0
2597,Luke Sanders,Cool Hand,13,3,0,"5' 6""",135 lbs.,"67""",Southpaw,12-Dec-85,35,10.13,3.29,0.65,0.65,1.27,0.5,0.33,1.3
2598,Jerrod Sanders,J-Reazie,15,3,0,"5' 8""",135 lbs.,"72""",Orthodox,1-Oct-79,41,0.88,1.14,0.64,0.46,2.2,0.33,0.5,1.6
2599,Cory Sandhagen,None,12,1,0,"5' 11""",135 lbs.,"70""",Switch,20-Apr-92,28,6.95,4.08,0.48,0.58,1.2,0.5,0.33,0.6
2600,Hugo Sandoval,None,2,2,0,NA,135 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2601,Raul Sandoval,None,3,3,0,NA,130 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2602,Joseph Sandoval,None,6,2,0,"5' 7""",135 lbs.,NA,Southpaw,11-May-86,34,1.82,12.12,0.42,0.6,0,0,0,0
2603,Hector Sandoval,Kid Alex,14,4,0,"5' 2""",125 lbs.,"64""",Orthodox,19-Jul-86,34,3.31,2.33,0.52,0.65,3.49,0.25,0.71,1.4
2604,Chris Sanford,None,5,1,0,"5' 11""",185 lbs.,NA,Orthodox,12-Mar-68,52,0.23,3.22,0.5,0.17,0,0,0,3.5
2605,Roldan Sangcha-an,The Executioner,4,2,0,"5' 4""",125 lbs.,"65""",Orthodox,4-Dec-90,30,2.71,2.15,0.46,0.51,1.94,0.6,0.68,0
2606,Yuhi Sano,None,0,4,0,"5' 11""",243 lbs.,NA,Orthodox,2-Feb-65,55,0,0,0,0,0,0,0,0
2607,Jonathan Santa Maria,None,3,4,0,"5' 9""",125 lbs.,NA,NA,NA,0,3.6,2.53,0.51,0.74,0,0,0.8,0
2608,Duda Santana,Cowboyzinha,3,1,0,"5' 7""",145 lbs.,"73""",Orthodox,10-Jan-96,24,6.01,2.72,0.39,0.73,6.44,0.6,0,0
2609,Sean Santella,Shorty Rock,15,5,1,"5' 5""",125 lbs.,NA,NA,25-Oct-84,36,0,0,0,0,0,0,0,0
2610,Jorge Santiago,The Sandman,25,11,0,"6' 1""",170 lbs.,"74""",Orthodox,9-Oct-80,40,1.69,2.62,0.35,0.56,0.58,0.3,0.52,0.8
2611,Mike Santiago,None,21,12,0,"5' 10""",145 lbs.,"69""",Orthodox,28-Jul-89,31,3.72,4.53,0.39,0.42,2.43,0.28,0.6,0
2612,Will Santiago,The Brown Bomber,9,4,0,"5' 7""",185 lbs.,NA,Orthodox,8-Feb-83,37,NA,NA,NA,NA,NA,NA,NA,NA
2613,Richie Santiago,The Milford Mauler,7,1,0,"5' 7""",135 lbs.,"67""",Southpaw,10-Oct-92,28,NA,NA,NA,NA,NA,NA,NA,NA
2614,Jose Santibanez,None,10,3,0,NA,155 lbs.,NA,NA,18-Jan-80,40,0,0,0,0,0,0,0,0
2615,Art Santore,Pachuco,18,8,0,"6' 2""",185 lbs.,NA,NA,26-Oct-72,48,1.4,7.31,0.12,0.52,0,0,1,0
2616,Adriano Santos,None,0,1,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2617,Paulo Santos,None,0,3,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2618,Evangelista Santos,Cyborg,18,15,0,"5' 10""",170 lbs.,"76""",Orthodox,12-Dec-77,43,3.94,6.01,0.36,0.49,0.78,1,0.5,0.4
2619,Luis Santos,None,50,7,1,"6' 1""",170 lbs.,NA,Southpaw,NA,0,4.4,4,0.57,0.64,0,0,0,0
2620,Iliarde Santos,None,27,9,1,"5' 5""",125 lbs.,"66""",Orthodox,25-Sep-80,40,3,6.1,0.3,0.57,1.66,0.23,0.83,0
2621,Leonardo Santos,Nenhum,17,4,1,"6' 0""",155 lbs.,"75""",Orthodox,5-Feb-80,40,2.3,2.64,0.4,0.61,1.14,0.25,0.86,0.5
2622,Thiago Santos,Marreta,21,7,0,"6' 2""",205 lbs.,"76""",Orthodox,7-Jan-84,36,4.08,2.06,0.45,0.66,0.46,0.28,0.71,0
2623,Bruno Santos,Carioca,14,2,0,"5' 9""",185 lbs.,"69""",Orthodox,17-Jul-87,33,1.18,2.27,0.46,0.56,3,0.37,0.66,0.3
2624,Andre Santos,Chatuba,38,10,0,"6' 0""",170 lbs.,NA,NA,NA,0,2.77,4.17,0.34,0.41,2.5,0.29,0.75,0
2625,Gleristone Santos,Toninho Furia,33,7,0,"5' 9""",145 lbs.,NA,NA,20-Aug-88,32,3.4,4.4,0.31,0.64,0,0,0.75,0
2626,Taila Santos,None,15,1,0,"5' 5""",125 lbs.,"68""",Orthodox,22-Jun-93,27,4.23,2.53,0.49,0.63,1,1,0.75,1
2627,Nick Sanzo,None,1,1,0,"5' 9""",190 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2628,Bob Sapp,The Beast,11,8,0,"6' 5""",350 lbs.,NA,Orthodox,22-Sep-74,46,3.19,1.88,0.55,0.49,0.58,1,0.72,0
2629,Daniel Sarafian,None,10,6,0,"5' 9""",185 lbs.,"73""",Orthodox,21-Aug-82,38,2.23,3.1,0.46,0.58,0.36,0.07,0.53,0.7
2630,Diego Saraiva,The Octopus,21,16,1,"5' 6""",155 lbs.,NA,Orthodox,23-Apr-82,38,1.64,3.58,0.32,0.62,1.33,0.4,0,0.7
2631,Harris Sarmiento,The Hitman,33,23,0,"5' 9""",155 lbs.,NA,Orthodox,9-Sep-83,37,0.84,3.46,0.25,0.36,2.36,0.6,0.57,0
2632,Alexander Sarnavskiy,Tiger,35,6,0,"5' 11""",155 lbs.,NA,NA,17-Jan-89,31,1.43,2.06,0.66,0.42,0,0,0.75,0
2633,Yuki Sasaki,None,22,19,1,"6' 2""",185 lbs.,NA,Orthodox,12-Sep-76,44,1.09,1.2,0.43,0.57,0.43,1,0.66,0
2634,Kyosuke Sasaki,None,3,7,4,"5' 7""",183 lbs.,NA,Southpaw,NA,0,0.33,0.93,0.45,0.46,0,0,0,0
2635,Ulka Sasaki,Ulka,21,6,2,"5' 10""",125 lbs.,"71""",Southpaw,7-Oct-89,31,2.02,2.83,0.39,0.5,2.26,0.34,0.37,1.1
2636,Paul Sass,None,13,2,0,"6' 0""",155 lbs.,"73""",Orthodox,4-Aug-88,32,0.53,1.9,0.26,0.51,0.53,0.16,0.33,7.4
2637,Masaaki Satake,None,1,8,1,"6' 1""",220 lbs.,NA,Orthodox,17-Aug-65,55,1.4,3.76,0.35,0.41,0,0,0.58,0
2638,Takenori Sato,None,17,10,7,"5' 10""",170 lbs.,"71""",Southpaw,8-Jun-85,35,0.46,12.92,0.33,0.09,0,0,0,0
2639,Takashi Sato,Ten,15,3,0,"5' 10""",170 lbs.,"73""",Southpaw,9-Jun-90,30,3.13,5.22,0.36,0.51,0.82,0.5,0.77,0
2640,Jeimeson Saudino,The Minion,8,5,0,"5' 6""",135 lbs.,NA,NA,5-Mar-91,29,0.66,0.82,0.3,0.84,2.47,0.5,0,2.5
2641,Tom Sauer,None,24,12,0,"6' 1""",263 lbs.,NA,NA,11-Nov-70,50,0,0,0,0,0,0,0,0
2642,Townsend Saunders,None,0,2,0,"5' 5""",170 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2643,Ben Saunders,Killa B,22,13,2,"6' 2""",170 lbs.,"77""",Orthodox,13-Apr-83,37,3.28,3.36,0.5,0.52,0.26,0.4,0.72,1.2
2644,Chad W. Saunders,None,7,2,0,"5' 10""",170 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2645,Chris Saunders,The So Cal Kid,9,3,0,"5' 8""",155 lbs.,NA,NA,11-Mar-86,34,1.48,2.96,0.22,0.75,3.7,1,0,0
2646,Lumumba Sayers,None,4,3,0,"6' 0""",185 lbs.,NA,NA,30-Jun-78,42,2.54,2.37,0.41,0.48,7.63,0.75,0,2.5
2647,Matt Sayles,None,8,3,0,"5' 7""",145 lbs.,"68""",Orthodox,21-Feb-94,26,5.44,3.13,0.42,0.61,0,0,0.81,0.4
2648,Mark Scanlon,None,7,2,0,"5' 9""",170 lbs.,NA,Orthodox,NA,0,2.2,3.33,0.35,0.48,3,0.75,0.25,2
2649,Eric Schafer,Red,14,7,2,"6' 3""",185 lbs.,"75""",Orthodox,20-Sep-77,43,1.89,3.38,0.34,0.56,1.81,0.36,0.5,1.8
2650,Kerry Schall,Meat Truck,23,12,0,"6' 2""",265 lbs.,NA,Orthodox,9-Aug-71,49,0.94,4.84,0.11,0.63,0,0,0,0
2651,Eric Schambari,None,15,4,0,"5' 11""",185 lbs.,NA,Orthodox,22-Apr-78,42,1.43,1.07,0.42,0.54,3,0.42,0,1
2652,Brendan Schaub,Big Brown,11,5,0,"6' 4""",245 lbs.,"78""",Orthodox,18-Mar-83,37,2.92,2.22,0.37,0.57,2.32,0.46,0.72,0.4
2653,Antonio Schembri,Nino,5,5,0,"5' 9""",205 lbs.,NA,Orthodox,1-Jun-74,46,0.72,2.12,0.26,0.55,1.31,0.4,0,0.4
2654,Fabiano Scherner,Pegaleve,8,8,0,"6' 3""",257 lbs.,NA,Orthodox,30-Jun-72,48,1.31,3.2,0.31,0.38,1.09,0.33,0.4,0
2655,Samy Schiavo,None,10,6,0,"5' 8""",155 lbs.,NA,Orthodox,24-Dec-75,45,1.68,2.62,0.34,0.38,0.94,0.5,0.66,0.9
2656,Pat Schilling,Thrilling,5,2,0,"5' 8""",145 lbs.,"69""",Orthodox,28-Aug-88,32,1.87,8.24,0.26,0.52,0,0,0,0
2657,Joe Schilling,None,2,5,0,"6' 3""",185 lbs.,NA,NA,NA,0,2.84,2.64,0.52,0.48,0,0,0.44,0
2658,Semmy Schilt,Hightower,26,14,1,"6' 10""",265 lbs.,NA,Orthodox,27-Oct-73,47,1.2,1.31,0.5,0.53,0,0,0.47,1.1
2659,Adam Schindler,None,9,3,0,"5' 8""",155 lbs.,NA,NA,19-May-83,37,0,0,0,0,0,0,0,0
2660,Daniel Schmitt,None,1,3,0,NA,185 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2661,Colleen Schneider,None,1,3,0,NA,135 lbs.,NA,NA,NA,0,2.17,2.5,0.48,0.5,2.5,0.5,0.6,0
2662,Matt Schnell,Danger,14,5,0,"5' 8""",135 lbs.,"70""",Orthodox,15-Jan-90,30,2.93,3.97,0.31,0.52,0.65,0.33,0.5,1.3
2663,Alex Schoenauer,None,15,10,0,"6' 3""",185 lbs.,NA,Orthodox,5-May-76,44,1.22,2.27,0.4,0.42,0,0,0.22,4.9
2664,Darrill Schoonover,The Boss,11,5,0,"6' 2""",220 lbs.,NA,Orthodox,18-Jul-85,35,1.2,4.35,0.33,0.38,0,0,0.5,1.1
2665,Bob Schrijber,Dirty,20,17,1,"6' 0""",240 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2666,Nate Schroeder,None,11,10,0,"6' 1""",230 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2667,Lacey Schuckman,None,6,4,0,"5' 3""",125 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2668,Mark Schultz,None,1,1,0,"5' 9""",200 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2669,Brian Schwartz,None,1,1,0,"6' 3""",170 lbs.,NA,Orthodox,NA,0,1.27,0.87,0.44,0.45,0,0,0.5,1
2670,Eric Schwartz,None,2,0,0,NA,205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2671,Justin Scoggins,None,11,5,0,"5' 7""",125 lbs.,"66""",Southpaw,2-May-92,28,3.81,1.78,0.53,0.59,4.02,0.65,0.79,0.5
2672,Bradley Scott,Bear,12,6,0,"6' 1""",170 lbs.,"76""",NA,24-Jun-89,31,3.45,4.28,0.42,0.55,0.38,0.15,0.68,0.8
2673,Greg Scott,None,3,4,0,"5' 9""",145 lbs.,NA,NA,NA,0,3.9,7.79,0.55,0.37,11.69,1,0,0
2674,Mike Seal,Crazy Boy,13,14,1,"6' 4""",185 lbs.,NA,Orthodox,NA,0,5.5,3.33,0.68,0.5,0,0,0.33,0
2675,Matt Secor,None,8,4,0,"6' 0""",170 lbs.,NA,NA,26-Sep-86,34,1.02,1.63,0.2,0.5,6.12,1,0,6.1
2676,Kenneth Seegrist,None,4,6,0,"6' 0""",185 lbs.,NA,Orthodox,NA,0,3.21,1.28,0.66,0,0,0,0.4,14.4
2677,Neil Seery,2Tap,16,13,0,"5' 4""",125 lbs.,"64""",Orthodox,30-Aug-79,41,3.56,3.79,0.41,0.58,0.78,0.27,0.53,1.6
2678,Rony Sefo,None,0,2,0,"5' 9""",225 lbs.,NA,Orthodox,NA,0,0,0.43,0,0,0,0,0,0
2679,Ray Sefo,Sugarfoot,2,1,0,"6' 0""",240 lbs.,NA,Orthodox,15-Feb-71,49,0.86,1.71,0.31,0.72,0,0,0.66,0
2680,Brendan Seguin,None,23,17,1,"6' 0""",185 lbs.,NA,NA,3-Jul-76,44,2.6,0.6,0.45,0.84,5,0.62,1,0
2681,Stefan Sekulic,None,12,3,0,"6' 0""",170 lbs.,"75""",Southpaw,12-Feb-92,28,NA,NA,NA,NA,NA,NA,NA,NA
2682,Pete Sell,Drago,9,5,0,"5' 11""",170 lbs.,"75""",Orthodox,5-Aug-82,38,2.6,3.65,0.42,0.51,0.91,0.21,0.47,0.9
2683,Andrei Semenov,None,30,9,2,"6' 0""",185 lbs.,NA,Orthodox,17-Jun-77,43,0.78,2.44,0.15,0.6,1.74,0.8,0.55,0.4
2684,Mackens Semerzier,Da Menace,8,4,0,"5' 9""",145 lbs.,"72""",Orthodox,3-Nov-80,40,2.91,3.48,0.45,0.46,2.14,0.5,0.5,2.1
2685,Brandon Sene,None,2,2,0,"5' 11""",205 lbs.,NA,NA,21-May-81,39,0,0,0,0,0,0,0,0
2686,Kim In Seok,None,3,5,0,"5' 6""",145 lbs.,NA,Orthodox,NA,0,0.87,5.19,0.37,0.6,0,0,0,0
2687,Ray Seraille,None,8,9,0,"6' 3""",246 lbs.,NA,NA,NA,0,5.29,17.65,0.27,0.41,0,0,0,0
2688,Ivan Serati,None,12,4,0,"6' 0""",205 lbs.,NA,Orthodox,NA,0,0.86,5.33,0.26,0.29,0,0,0,0
2689,Alex Serdyukov,The Russian Crusher,8,5,0,"6' 2""",170 lbs.,"74""",Orthodox,24-May-80,40,3.92,2.53,0.42,0.54,1.56,0.6,0.7,2.6
2690,Nicholas Sergiacomi,None,1,1,0,NA,170 lbs.,NA,NA,NA,0,4.38,3.94,0.55,0.59,0,0,0,0
2691,Matt Serra,The Terra,11,7,0,"5' 6""",170 lbs.,"68""",Orthodox,2-Jun-74,46,1.98,2.64,0.39,0.46,2.05,0.2,0.38,0.9
2692,Nick Serra,The Mad Monkey,7,3,0,"5' 9""",170 lbs.,NA,Orthodox,27-Mar-78,42,0,1.73,0,0.43,1,0.1,0,2
2693,Adrian Serrano,None,56,29,4,"5' 8""",170 lbs.,NA,NA,23-Dec-63,57,0,0,0,0,0,0,0,0
2694,Fredy Serrano,El Profe,3,2,0,"5' 3""",125 lbs.,"65""",Orthodox,22-Sep-79,41,1.58,1.89,0.26,0.61,2.84,0.25,0.84,0
2695,Carl Seumanutafa,None,4,3,0,"6' 1""",255 lbs.,NA,Orthodox,NA,0,0,3.33,0,0.75,0,0,0,0
2696,Dan Severn,The Beast,100,18,7,"6' 2""",250 lbs.,NA,Southpaw,8-Jun-58,62,0,0,0,0,0,0,0,0
2697,Rosi Sexton,The Surgeon,13,4,0,"5' 3""",135 lbs.,"63""",Orthodox,16-Jul-77,43,3.31,7.42,0.39,0.41,0.75,0.1,0.8,0
2698,Scott Shaffer,None,0,1,0,"5' 7""",145 lbs.,NA,Orthodox,NA,0,2.4,0.53,0.67,0.5,0,0,0.72,3
2699,Edmen Shahbazyan,The Golden Boy,11,0,0,"6' 2""",185 lbs.,NA,Orthodox,20-Nov-97,23,4.11,2.16,0.52,0.62,6.77,0.4,0.75,0.8
2700,Leon Shahbazyan,None,7,1,0,"6' 4""",170 lbs.,"77""",Orthodox,18-Nov-95,25,NA,NA,NA,NA,NA,NA,NA,NA
2701,Kamal Shalorus,Prince of Persia,7,3,2,"5' 8""",155 lbs.,"68""",Orthodox,27-Aug-72,48,3.06,2.99,0.32,0.7,2.07,0.5,0.8,0
2702,Ken Shamrock,The World's Most Dangerous Man,28,16,2,"6' 1""",205 lbs.,"72""",Orthodox,11-Feb-64,56,1.47,4.3,0.46,0.39,0.94,0.6,0.44,2.5
2703,Frank Shamrock,None,22,11,2,"5' 10""",185 lbs.,NA,Orthodox,8-Dec-72,48,4.75,4.66,0.53,0.57,0.35,0.5,0.37,1.1
2704,Jason Sharp,None,3,2,0,NA,205 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2705,Eric Shelton,Showtime,12,6,0,"5' 6""",125 lbs.,"68""",Orthodox,2-Feb-91,29,3.31,1.53,0.5,0.66,3.33,0.47,0.46,0.3
2706,Sean Sherk,The Muscle Shark,36,4,1,"5' 6""",155 lbs.,"67""",Orthodox,5-Aug-73,47,2.17,2.71,0.35,0.55,4.09,0.46,0.56,0.4
2707,Chase Sherman,The Vanilla Gorilla,11,6,0,"6' 4""",250 lbs.,"78""",Orthodox,16-Nov-89,31,6.25,5.35,0.42,0.56,0,0,1,0
2708,Valentina Shevchenko,Bullet,19,3,0,"5' 5""",125 lbs.,"66""",Southpaw,7-Mar-88,32,2.59,2.6,0.45,0.57,1.68,0.5,0.73,0.2
2709,Antonina Shevchenko,La Pantera,8,1,0,"5' 8""",125 lbs.,"67""",Southpaw,20-Nov-84,36,4.09,2.66,0.54,0.55,0.5,1,0.5,0.8
2710,Katsuyori Shibata,None,4,11,1,"6' 0""",168 lbs.,NA,Orthodox,17-Nov-79,41,2.06,2.4,0.35,0.53,0.49,0.5,0.53,0.7
2711,Jake Shields,None,29,7,1,"6' 0""",170 lbs.,"72""",Orthodox,9-Jan-79,41,2.45,1.8,0.36,0.56,2.83,0.29,0.35,1.2
2712,Shunichi Shimizu,Rolling Star,28,9,10,"5' 5""",135 lbs.,"66""",Orthodox,31-Jan-85,35,0.14,4.68,0.33,0.3,0,0,0,0
2713,Wade Shipp,The Nightmare,10,5,0,"6' 3""",245 lbs.,NA,Orthodox,9-Feb-75,45,4.29,2.14,0.86,0,0,0,0.75,0
2714,Raja Shippen,None,18,11,1,"5' 6""",145 lbs.,NA,NA,7-Oct-86,34,0,0,0,0,0,0,0,0
2715,Yuya Shirai,None,21,10,1,"5' 8""",168 lbs.,NA,Orthodox,2-Apr-80,40,1.02,4.07,1,0.55,0,0,0,0
2716,Wes Shivers,None,8,1,0,"6' 8""",NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
2717,Alexander Shlemenko,Storm,56,9,0,"5' 11""",185 lbs.,NA,NA,20-May-84,36,4.36,1.71,0.6,0.63,0,0,0,0
2718,Josh Shockley,None,11,4,0,"6' 1""",155 lbs.,"74""",Orthodox,15-Nov-89,31,1.4,1.75,0.33,0.6,0,0,0.61,0.8
2719,Josh Shockman,The War Hammer,5,3,0,"6' 4""",235 lbs.,NA,Southpaw,29-Dec-80,40,0.87,0.87,0.32,0.58,0,0,0.23,0
2720,Akira Shoji,None,14,17,5,"5' 8""",195 lbs.,NA,Orthodox,31-Jan-74,46,1.03,2.63,0.34,0.53,1.79,0.73,0.82,0.4
2721,Jack Shore,Tank,12,0,0,"5' 9""",135 lbs.,NA,NA,6-Feb-95,25,3.58,0.47,0.5,0.83,4.67,0.57,0,1.2
2722,Landon Showalter,The Show,11,19,1,"6' 0""",185 lbs.,NA,NA,14-Jun-76,44,0,0,0,0,0,0,0,0
2723,Ivan Shtyrkov,Ural Hulk,16,0,1,"6' 0""",205 lbs.,"74""",Orthodox,9-Jun-88,32,NA,NA,NA,NA,NA,NA,NA,NA
2724,Brandon Shuey,Big Dawg,7,6,0,"5' 7""",155 lbs.,NA,Orthodox,1-Feb-76,44,0.68,1.36,0.33,0,0,0,0,10.2
2725,Sam Sicilia,None,15,8,0,"5' 8""",145 lbs.,"67""",Orthodox,1-Feb-86,34,2.46,3.55,0.33,0.59,1.45,0.43,0.7,0.9
2726,Kiril Sidelnikov,None,7,4,0,"5' 11""",230 lbs.,NA,NA,17-Aug-88,32,2.87,4.48,0.28,0.61,0,0,0,0
2727,Steven Siler,Super,23,13,0,"5' 11""",145 lbs.,"70""",Orthodox,15-Feb-87,33,3.21,2.96,0.41,0.54,0.47,0.21,0.55,1.6
2728,Siala Siliga,Mighty Mo,3,2,0,"6' 1""",290 lbs.,NA,Orthodox,8-Oct-70,50,1.08,1.96,0.26,0.5,1.47,0.5,0.8,0
2729,Xavier Siller,Young Guns,5,5,0,"5' 5""",125 lbs.,NA,NA,6-Jun-94,26,1.02,1.53,0.36,0.57,3.83,1,0,0
2730,Assuerio Silva,None,15,8,0,"5' 10""",241 lbs.,NA,Orthodox,18-Jun-74,46,1.42,4.2,0.46,0.54,2.66,0.34,0.25,1.8
2731,Anderson Silva,The Spider,34,10,0,"6' 2""",185 lbs.,"77""",Southpaw,14-Apr-75,45,3.1,1.87,0.63,0.62,0.55,0.77,0.69,0.9
2732,Wanderlei Silva,The Axe Murderer,35,12,1,"5' 11""",205 lbs.,"74""",Orthodox,3-Jul-76,44,2.79,2.19,0.4,0.6,0.97,0.53,0.62,0.6
2733,Thiago Silva,None,16,3,0,"6' 2""",205 lbs.,"74""",Orthodox,12-Nov-82,38,3.92,2.55,0.5,0.67,1.03,0.47,0.7,0.7
2734,Paulo Cesar Silva,Giant,2,6,0,"7' 5""",385 lbs.,NA,Orthodox,21-Jul-63,57,0.4,2.72,0.15,0.47,0.42,1,0.16,0.4
2735,Jean Silva,White Bear,18,11,3,"5' 6""",160 lbs.,NA,Orthodox,8-Oct-77,43,0.73,2.93,0.22,0.52,0,0,0,0
2736,Edson Silva,Paredao,7,8,0,NA,205 lbs.,NA,Orthodox,NA,0,2.69,5.37,0.14,0.5,0,0,0,0
2737,Sidney Silva,None,8,4,0,"6' 3""",170 lbs.,NA,Southpaw,27-Feb-72,48,2.86,3.3,0.65,0.34,3.3,1,0,0
2738,Jay Silva,None,7,5,1,"6' 2""",185 lbs.,NA,Southpaw,NA,0,1.13,3.07,0.34,0.4,0,0,0.38,1
2739,Antonio Silva,Bigfoot,19,10,1,"6' 4""",264 lbs.,"80""",Orthodox,14-Sep-79,41,2.89,3.09,0.45,0.5,0.82,0.29,0.66,0.8
2740,Fabio Silva,None,11,5,0,"5' 11""",205 lbs.,NA,Orthodox,31-Mar-82,38,0.09,5.9,0.11,0.38,0,0,0,0
2741,Erick Silva,The Tiger,19,9,0,"6' 0""",170 lbs.,"74""",Orthodox,21-Jun-84,36,2.77,4.3,0.5,0.47,0.99,0.42,0.59,1.6
2742,Leandro Silva,Buscape,19,4,1,"5' 9""",155 lbs.,"72""",Orthodox,11-Nov-85,35,2.39,2.08,0.48,0.63,1.76,0.37,0.65,0.4
2743,Wagner Silva,Wagnao,3,3,0,"6' 0""",170 lbs.,"71""",Orthodox,7-Feb-87,33,1.69,2.87,0.29,0.65,0,0,0.58,0
2744,Rafael Silva,Morcego,28,6,0,"5' 7""",135 lbs.,NA,NA,20-Mar-85,35,0.67,0.73,0.5,0.67,0,0,0.25,1
2745,Joaquim Silva,Netto BJJ,11,3,0,"5' 8""",155 lbs.,"69""",NA,5-Feb-89,31,3.11,2.81,0.3,0.62,0,0,0.62,0.5
2746,Felipe Silva,None,8,2,0,"6' 0""",155 lbs.,"77""",Orthodox,8-May-84,36,4.2,4.2,0.34,0.35,0,0,0,0
2747,Dayana Silva,None,7,3,0,"5' 7""",135 lbs.,NA,Orthodox,27-Aug-90,30,NA,NA,NA,NA,NA,NA,NA,NA
2748,Bruno Silva,Bulldog,10,5,1,"6' 0""",185 lbs.,NA,NA,13-Jul-89,31,NA,NA,NA,NA,NA,NA,NA,NA
2749,Bruno Silva,Blindado,19,6,0,"6' 0""",185 lbs.,NA,NA,13-Jul-89,31,NA,NA,NA,NA,NA,NA,NA,NA
2750,Gabriel Silva,None,8,2,0,"5' 6""",135 lbs.,NA,NA,26-Aug-94,26,1.3,3.47,0.34,0.45,1.5,0.25,0.38,0.5
2751,Douglas Silva de Andrade,D Silva,26,3,0,"5' 7""",135 lbs.,"68""",Orthodox,22-Jun-85,35,3.18,3.87,0.34,0.61,0.86,0.75,0.68,0
2752,Leonardo Silva,Cabecao,12,3,0,"6' 2""",185 lbs.,NA,Orthodox,23-Apr-92,28,NA,NA,NA,NA,NA,NA,NA,NA
2753,Marcus Silveira,Conan,6,4,0,"6' 3""",242 lbs.,NA,Orthodox,NA,0,0,0,0,0,0,0,0,0
2754,Elias Silverio,Xuxu,11,2,0,"5' 11""",155 lbs.,"73""",Orthodox,22-Sep-86,34,3.67,2.97,0.49,0.51,1.62,0.38,0.85,0.2
2755,Ricky Simon,None,15,3,0,"5' 6""",135 lbs.,"69""",Orthodox,31-Aug-92,28,3.2,2.4,0.48,0.72,14,0.73,0,0
2756,Aaron Simpson,A-Train,11,4,0,"6' 0""",170 lbs.,"73""",Orthodox,20-Jul-74,46,3.6,2.53,0.52,0.56,3.78,0.34,0.83,0.5
2757,Wes Sims,The Project,22,13,1,"6' 10""",260 lbs.,NA,Orthodox,4-Aug-79,41,0.98,2.95,0.51,0.37,0,0,0.4,2.3
2758,Marlon Sims,None,3,4,0,NA,170 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2759,Tony Sims,None,12,4,0,"5' 11""",155 lbs.,"70""",Southpaw,14-Oct-85,35,1.81,0.76,0.63,0.65,0.71,0.5,0.5,0.7
2760,Everett Sims,Sexual Chocolate,4,1,0,"6' 5""",260 lbs.,"77""",Southpaw,4-Sep-88,32,0.81,2.19,0.66,0.3,0,0,0.42,1.2
2761,Lodune Sincaid,None,15,9,0,"5' 9""",185 lbs.,NA,Orthodox,7-May-73,47,2.45,6.7,0.44,0.49,0,0,0.75,0
2762,Rob Sinclair,None,13,5,0,"5' 8""",155 lbs.,NA,NA,20-Feb-80,40,1.2,1.73,0.33,0.73,0,0,0.5,0
2763,Rory Singer,Outburst,11,9,0,"6' 2""",185 lbs.,"77""",Orthodox,28-May-76,44,2.55,2.42,0.39,0.63,0.39,0.25,0.64,0.8
2764,Elvis Sinosic,The King of Rock n' Rumble,7,11,2,"6' 3""",205 lbs.,"77""",Orthodox,13-Feb-71,49,1.13,4.6,0.37,0.53,0,0,0,1.2
2765,Mitchell Sipe,The Sniper,4,1,0,"6' 2""",245 lbs.,NA,Orthodox,9-Apr-96,24,NA,NA,NA,NA,NA,NA,NA,NA
2766,AJ Siscoe,Let's Go,1,2,0,"5' 7""",135 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
2767,Yokthai Sithoar,None,0,1,0,"5' 7""",143 lbs.,NA,NA,25-Dec-74,46,0,0,0,0,0,0,0,0
2768,Jeri Sitzes,None,3,1,0,"5' 5""",125 lbs.,NA,NA,NA,0,0,0,0,0,0,0,0,0
