,R_fighter,B_fighter,date,location,Weight Class,Championship Bout,Format,Winner,last_round,win_by,R_KD,R_SIG_STR,R_SIG_STR_ATT,R_SIG_STR_pct,R_TOTAL_STR,R_TOTAL_STR_ATT,R_TOTAL_STR_pct,R_TD,R_TD_ATT,R_TD_pct,R_SUB_ATT,R_PASS,R_REV,R_HEAD,R_HEAD_ATT,R_HEAD_pct,R_BODY,R_BODY_ATT,R_BODY_pct,R_LEG,R_LEG_ATT,R_LEG_pct,R_CLINCH,R_CLINCH_ATT,R_CLINCH_pct,R_GROUND,R_GROUND_ATT,R_GROUND_pct,R_DIST,R_DIST_ATT,R_DIST_pct,B_KD,B_SIG_STR,B_SIG_STR_ATT,B_SIG_STR_pct,B_TOTAL_STR,B_TOTAL_STR_ATT,B_TOTAL_STR_pct,B_TD,B_TD_ATT,B_TD_pct,B_SUB_ATT,B_PASS,B_REV,B_HEAD,B_HEAD_ATT,B_HEAD_pct,B_BODY,B_BODY_ATT,B_BODY_pct,B_LEG,B_LEG_ATT,B_LEG_pct,B_CLINCH,B_CLINCH_ATT,B_CLINCH_pct,B_GROUND,B_GROUND_ATT,B_GROUND_pct,B_DIST,B_DIST_ATT,B_DIST_pct
34,Michael Trizano,Grant Dawson,5/18/2019,"Rochester, New York, USA",Featherweight,NO,3 Rnd (5-5-5),Grant Dawson,2,Submission,0,20,41,0.48,24,45,0.5333333333333333,0,0,0.0,0,0,0,10,30,0.3333333333333333,7,8,0.875,3,3,1.0,4,4,1.0,0,0,0.0,16,37,0.43243243243243246,0,27,56,0.48,34,63,0.5396825396825397,3,10,0.3,1,4,0,9,32,0.28125,12,17,0.7058823529411765,6,7,0.8571428571428571,11,13,0.8461538461538461,1,3,0.3333333333333333,15,40,0.375
35,Patrick Cummins,Ed Herman,5/18/2019,"Rochester, New York, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Ed Herman,1,KO/TKO,0,22,33,0.66,22,33,0.6666666666666666,1,2,0.5,0,0,0,21,31,0.6774193548387096,0,1,0.0,1,1,1.0,4,4,1.0,0,0,0.0,18,29,0.6206896551724138,1,11,35,0.31,14,38,0.3684210526315789,0,0,0.0,0,0,0,11,34,0.3235294117647059,0,0,0.0,0,1,0.0,1,4,0.25,2,3,0.6666666666666666,8,28,0.2857142857142857
36,Zak Cummings,Trevin Giles,5/18/2019,"Rochester, New York, USA",Middleweight,NO,3 Rnd (5-5-5),Zak Cummings,3,Submission,1,34,100,0.34,41,107,0.38317757009345793,0,2,0.0,1,0,0,10,67,0.14925373134328357,11,16,0.6875,13,17,0.7647058823529411,6,8,0.75,0,0,0.0,28,92,0.30434782608695654,0,31,64,0.48,36,69,0.5217391304347826,0,0,0.0,0,0,0,21,49,0.42857142857142855,7,12,0.5833333333333334,3,3,1.0,2,3,0.6666666666666666,0,0,0.0,29,61,0.47540983606557374
37,Julio Arce,Julian Erosa,5/18/2019,"Rochester, New York, USA",Featherweight,NO,3 Rnd (5-5-5),Julio Arce,3,KO/TKO,1,74,160,0.46,74,160,0.4625,1,1,1.0,0,0,0,61,142,0.4295774647887324,12,17,0.7058823529411765,1,1,1.0,2,4,0.5,1,1,1.0,71,155,0.45806451612903226,0,43,160,0.26,46,164,0.2804878048780488,0,0,0.0,0,0,0,23,129,0.17829457364341086,15,24,0.625,5,7,0.7142857142857143,4,9,0.4444444444444444,0,0,0.0,39,151,0.2582781456953642
38,Rose Namajunas,Jessica Andrade,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Strawweight,YES,5 Rnd (5-5-5-5-5),Jessica Andrade,2,KO/TKO,1,55,125,0.44,55,125,0.44,0,2,0.0,1,1,0,54,124,0.43548387096774194,1,1,1.0,0,0,0.0,3,3,1.0,2,3,0.6666666666666666,50,119,0.42016806722689076,0,47,105,0.44,49,107,0.45794392523364486,2,4,0.5,0,0,0,17,68,0.25,11,17,0.6470588235294118,19,20,0.95,5,6,0.8333333333333334,1,1,1.0,41,98,0.41836734693877553
39,Jared Cannonier,Anderson Silva,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Middleweight,NO,3 Rnd (5-5-5),Jared Cannonier,1,KO/TKO,1,17,31,0.54,18,32,0.5625,0,0,0.0,0,0,0,5,16,0.3125,2,3,0.6666666666666666,10,12,0.8333333333333334,3,4,0.75,0,0,0.0,14,27,0.5185185185185185,0,8,15,0.53,8,15,0.5333333333333333,0,0,0.0,0,0,0,1,6,0.16666666666666666,3,4,0.75,4,5,0.8,1,1,1.0,0,0,0.0,7,14,0.5
40,Jose Aldo,Alexander Volkanovski,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Featherweight,NO,3 Rnd (5-5-5),Alexander Volkanovski,3,Decision - Unanimous,0,29,79,0.36,39,90,0.43333333333333335,0,1,0.0,0,0,0,19,63,0.30158730158730157,7,12,0.5833333333333334,3,4,0.75,3,3,1.0,0,0,0.0,26,76,0.34210526315789475,0,95,176,0.53,129,215,0.6,0,3,0.0,0,0,0,28,93,0.3010752688172043,17,24,0.7083333333333334,50,59,0.847457627118644,28,29,0.9655172413793104,0,0,0.0,67,147,0.4557823129251701
41,Thiago Alves,Laureano Staropoli,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight,NO,3 Rnd (5-5-5),Laureano Staropoli,3,Decision - Unanimous,0,58,147,0.39,59,148,0.39864864864864863,1,3,0.33,0,0,0,27,107,0.2523364485981308,5,10,0.5,26,30,0.8666666666666667,4,6,0.6666666666666666,0,0,0.0,54,141,0.3829787234042553,0,54,202,0.26,57,205,0.2780487804878049,1,1,1.0,0,0,0,37,167,0.2215568862275449,15,31,0.4838709677419355,2,4,0.5,1,3,0.3333333333333333,0,0,0.0,53,199,0.2663316582914573
42,Irene Aldana,Bethe Correia,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight,NO,3 Rnd (5-5-5),Irene Aldana,3,Submission,0,83,247,0.33,84,248,0.3387096774193548,0,0,0.0,1,1,0,67,224,0.29910714285714285,11,17,0.6470588235294118,5,6,0.8333333333333334,3,3,1.0,0,1,0.0,80,243,0.3292181069958848,0,81,196,0.41,81,196,0.413265306122449,0,2,0.0,0,0,0,43,141,0.3049645390070922,18,32,0.5625,20,23,0.8695652173913043,1,1,1.0,0,0,0.0,80,195,0.41025641025641024
43,Rogerio Nogueira,Ryan Spann,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Light Heavyweight,NO,3 Rnd (5-5-5),Ryan Spann,1,KO/TKO,0,6,24,0.25,6,24,0.25,0,0,0.0,0,0,0,6,24,0.25,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,6,24,0.25,1,13,32,0.4,13,32,0.40625,1,2,0.5,1,1,0,11,30,0.36666666666666664,1,1,1.0,1,1,1.0,0,0,0.0,3,3,1.0,10,29,0.3448275862068966
44,Thiago Moises,Kurt Holobaugh,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Thiago Moises,3,Decision - Unanimous,0,66,102,0.64,115,160,0.71875,4,6,0.66,1,4,0,59,92,0.6413043478260869,2,4,0.5,5,6,0.8333333333333334,8,11,0.7272727272727273,30,38,0.7894736842105263,28,53,0.5283018867924528,0,39,115,0.33,108,189,0.5714285714285714,2,6,0.33,0,0,0,16,82,0.1951219512195122,21,30,0.7,2,3,0.6666666666666666,14,21,0.6666666666666666,1,1,1.0,24,93,0.25806451612903225
45,Warlley Alves,Sergio Moraes,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Welterweight,NO,3 Rnd (5-5-5),Warlley Alves,3,KO/TKO,1,72,157,0.45,72,157,0.4585987261146497,0,0,0.0,0,0,0,36,107,0.3364485981308411,10,14,0.7142857142857143,26,36,0.7222222222222222,2,3,0.6666666666666666,0,0,0.0,70,154,0.45454545454545453,0,20,62,0.32,20,62,0.3225806451612903,0,0,0.0,0,0,0,12,52,0.23076923076923078,7,9,0.7777777777777778,1,1,1.0,1,3,0.3333333333333333,0,0,0.0,19,59,0.3220338983050847
46,BJ Penn,Clay Guida,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Lightweight,NO,3 Rnd (5-5-5),Clay Guida,3,Decision - Unanimous,0,64,177,0.36,74,188,0.39361702127659576,0,0,0.0,0,0,0,56,164,0.34146341463414637,8,12,0.6666666666666666,0,1,0.0,10,12,0.8333333333333334,0,0,0.0,54,165,0.32727272727272727,0,80,208,0.38,113,242,0.4669421487603306,1,2,0.5,0,0,0,52,170,0.3058823529411765,13,21,0.6190476190476191,15,17,0.8823529411764706,16,31,0.5161290322580645,0,0,0.0,64,177,0.3615819209039548
47,Luana Carolina,Priscila Cachoeira,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Flyweight,NO,3 Rnd (5-5-5),Luana Carolina,3,Decision - Unanimous,1,111,231,0.48,126,251,0.50199203187251,0,0,0.0,3,1,2,75,180,0.4166666666666667,31,46,0.6739130434782609,5,5,1.0,21,40,0.525,8,10,0.8,82,181,0.4530386740331492,0,69,149,0.46,69,149,0.46308724832214765,0,2,0.0,0,0,2,39,103,0.3786407766990291,21,34,0.6176470588235294,9,12,0.75,13,23,0.5652173913043478,1,1,1.0,55,125,0.44
48,Raoni Barcelos,Carlos Huachin,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Bantamweight,NO,3 Rnd (5-5-5),Raoni Barcelos,2,KO/TKO,1,59,123,0.47,70,137,0.5109489051094891,0,1,0.0,1,3,0,52,113,0.46017699115044247,3,4,0.75,4,6,0.6666666666666666,1,1,1.0,35,50,0.7,23,72,0.3194444444444444,0,20,127,0.15,20,127,0.15748031496062992,0,0,0.0,0,0,0,17,120,0.14166666666666666,2,6,0.3333333333333333,1,1,1.0,1,3,0.3333333333333333,0,0,0.0,19,124,0.1532258064516129
49,Talita Bernardo,Viviane Araujo,5/11/2019,"Rio de Janeiro, Rio de Janeiro, Brazil",Women's Bantamweight,NO,3 Rnd (5-5-5),Viviane Araujo,3,KO/TKO,0,46,136,0.33,51,141,0.3617021276595745,0,3,0.0,0,0,0,28,112,0.25,8,12,0.6666666666666666,10,12,0.8333333333333334,1,2,0.5,0,0,0.0,45,134,0.3358208955223881,1,61,115,0.53,66,120,0.55,3,3,1.0,0,3,0,34,79,0.43037974683544306,9,14,0.6428571428571429,18,22,0.8181818181818182,0,0,0.0,4,4,1.0,57,111,0.5135135135135135
50,Al Iaquinta,Donald Cerrone,5/4/2019,"Ottawa, Ontario, Canada",Lightweight,NO,5 Rnd (5-5-5-5-5),Donald Cerrone,5,Decision - Unanimous,0,90,223,0.4,90,223,0.40358744394618834,0,5,0.0,0,0,0,49,165,0.296969696969697,23,38,0.6052631578947368,18,20,0.9,0,0,0.0,0,0,0.0,90,223,0.40358744394618834,2,138,361,0.38,140,363,0.3856749311294766,0,0,0.0,0,0,0,87,302,0.28807947019867547,17,25,0.68,34,34,1.0,3,3,1.0,6,14,0.42857142857142855,129,344,0.375
51,Derek Brunson,Elias Theodorou,5/4/2019,"Ottawa, Ontario, Canada",Middleweight,NO,3 Rnd (5-5-5),Derek Brunson,3,Decision - Unanimous,0,56,94,0.59,65,103,0.6310679611650486,4,9,0.44,0,5,0,34,62,0.5483870967741935,11,17,0.6470588235294118,11,15,0.7333333333333333,6,7,0.8571428571428571,5,5,1.0,45,82,0.5487804878048781,0,65,170,0.38,87,194,0.4484536082474227,0,1,0.0,0,0,0,16,88,0.18181818181818182,27,34,0.7941176470588235,22,48,0.4583333333333333,12,20,0.6,0,0,0.0,53,150,0.35333333333333333
52,Cub Swanson,Shane Burgos,5/4/2019,"Ottawa, Ontario, Canada",Featherweight,NO,3 Rnd (5-5-5),Shane Burgos,3,Decision - Split,0,129,256,0.5,132,260,0.5076923076923077,0,2,0.0,0,0,0,66,167,0.39520958083832336,14,26,0.5384615384615384,49,63,0.7777777777777778,11,12,0.9166666666666666,5,5,1.0,113,239,0.47280334728033474,0,134,268,0.5,147,282,0.5212765957446809,0,0,0.0,0,0,0,82,208,0.3942307692307692,18,25,0.72,34,35,0.9714285714285714,6,8,0.75,0,0,0.0,128,260,0.49230769230769234
53,Brad Katona,Merab Dvalishvili,5/4/2019,"Ottawa, Ontario, Canada",Bantamweight,NO,3 Rnd (5-5-5),Merab Dvalishvili,3,Decision - Unanimous,0,32,56,0.57,43,70,0.6142857142857143,0,0,0.0,0,0,0,21,41,0.5121951219512195,4,5,0.8,7,10,0.7,12,16,0.75,3,4,0.75,17,36,0.4722222222222222,0,55,102,0.53,215,274,0.7846715328467153,5,9,0.55,0,3,0,43,85,0.5058823529411764,6,10,0.6,6,7,0.8571428571428571,4,5,0.8,27,32,0.84375,24,65,0.36923076923076925
54,Walt Harris,Serghei Spivac,5/4/2019,"Ottawa, Ontario, Canada",Heavyweight,NO,3 Rnd (5-5-5),Walt Harris,1,KO/TKO,1,17,28,0.6,17,28,0.6071428571428571,0,0,0.0,0,0,0,17,27,0.6296296296296297,0,1,0.0,0,0,0.0,3,4,0.75,5,6,0.8333333333333334,9,18,0.5,0,1,3,0.33,1,3,0.3333333333333333,0,0,0.0,0,0,0,0,2,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0,0,0.0,1,3,0.3333333333333333
55,Marc-Andre Barriault,Andrew Sanchez,5/4/2019,"Ottawa, Ontario, Canada",Middleweight,NO,3 Rnd (5-5-5),Andrew Sanchez,3,Decision - Unanimous,0,69,130,0.53,76,137,0.5547445255474452,0,1,0.0,0,0,0,55,114,0.4824561403508772,12,14,0.8571428571428571,2,2,1.0,29,39,0.7435897435897436,5,5,1.0,35,86,0.4069767441860465,0,72,148,0.48,102,181,0.56353591160221,2,8,0.25,0,3,0,44,112,0.39285714285714285,21,26,0.8076923076923077,7,10,0.7,12,16,0.75,6,7,0.8571428571428571,54,125,0.432
56,Macy Chiasson,Sarah Moras,5/4/2019,"Ottawa, Ontario, Canada",Women's Bantamweight,NO,3 Rnd (5-5-5),Macy Chiasson,2,KO/TKO,0,43,66,0.65,82,107,0.7663551401869159,0,0,0.0,0,3,2,38,61,0.6229508196721312,5,5,1.0,0,0,0.0,0,0,0.0,42,64,0.65625,1,2,0.5,0,9,11,0.81,29,38,0.7631578947368421,1,3,0.33,1,3,0,9,11,0.8181818181818182,0,0,0.0,0,0,0.0,0,0,0.0,8,10,0.8,1,1,1.0
57,Aiemann Zahabi,Vince Morales,5/4/2019,"Ottawa, Ontario, Canada",Bantamweight,NO,3 Rnd (5-5-5),Vince Morales,3,Decision - Unanimous,0,28,82,0.34,29,83,0.3493975903614458,1,5,0.2,0,0,0,14,62,0.22580645161290322,9,14,0.6428571428571429,5,6,0.8333333333333334,1,1,1.0,0,0,0.0,27,81,0.3333333333333333,0,59,194,0.3,59,194,0.30412371134020616,0,0,0.0,0,0,0,31,151,0.2052980132450331,20,32,0.625,8,11,0.7272727272727273,1,2,0.5,0,0,0.0,58,192,0.3020833333333333
58,Nordine Taleb,Kyle Prepolec,5/4/2019,"Ottawa, Ontario, Canada",Welterweight,NO,3 Rnd (5-5-5),Nordine Taleb,3,Decision - Unanimous,0,90,201,0.44,90,201,0.44776119402985076,0,0,0.0,0,0,0,32,125,0.256,27,39,0.6923076923076923,31,37,0.8378378378378378,0,0,0.0,1,2,0.5,89,199,0.4472361809045226,0,52,153,0.33,53,154,0.34415584415584416,0,2,0.0,0,0,0,27,113,0.23893805309734514,22,30,0.7333333333333333,3,10,0.3,1,2,0.5,0,0,0.0,51,151,0.33774834437086093
59,Kyle Nelson,Matt Sayles,5/4/2019,"Ottawa, Ontario, Canada",Featherweight,NO,3 Rnd (5-5-5),Matt Sayles,3,Submission,0,26,93,0.27,32,103,0.3106796116504854,2,10,0.2,4,1,0,18,82,0.21951219512195122,8,11,0.7272727272727273,0,0,0.0,2,7,0.2857142857142857,0,0,0.0,24,86,0.27906976744186046,0,75,147,0.51,106,181,0.585635359116022,0,0,0.0,1,3,1,45,113,0.39823008849557523,15,18,0.8333333333333334,15,16,0.9375,3,5,0.6,24,37,0.6486486486486487,48,105,0.45714285714285713
60,Arjan Bhullar,Juan Adams,5/4/2019,"Ottawa, Ontario, Canada",Heavyweight,NO,3 Rnd (5-5-5),Arjan Bhullar,3,Decision - Unanimous,0,41,62,0.66,69,94,0.7340425531914894,2,2,1.0,0,2,0,32,53,0.6037735849056604,8,8,1.0,1,1,1.0,19,21,0.9047619047619048,4,4,1.0,18,37,0.4864864864864865,0,81,185,0.43,107,212,0.5047169811320755,0,0,0.0,0,0,0,56,158,0.35443037974683544,21,23,0.9130434782608695,4,4,1.0,30,36,0.8333333333333334,1,1,1.0,50,148,0.33783783783783783
61,Mitch Gagnon,Cole Smith,5/4/2019,"Ottawa, Ontario, Canada",Bantamweight,NO,3 Rnd (5-5-5),Cole Smith,3,Decision - Unanimous,1,15,54,0.27,23,62,0.3709677419354839,0,1,0.0,2,1,1,11,42,0.2619047619047619,2,8,0.25,2,4,0.5,4,11,0.36363636363636365,2,3,0.6666666666666666,9,40,0.225,0,38,88,0.43,56,111,0.5045045045045045,2,4,0.5,2,2,0,13,41,0.3170731707317073,9,26,0.34615384615384615,16,21,0.7619047619047619,10,15,0.6666666666666666,1,1,1.0,27,72,0.375
62,Jacare Souza,Jack Hermansson,4/27/2019,"Sunrise, Florida, USA",Middleweight,NO,5 Rnd (5-5-5-5-5),Jack Hermansson,5,Decision - Unanimous,0,90,175,0.51,120,205,0.5853658536585366,0,3,0.0,0,0,0,65,141,0.46099290780141844,24,33,0.7272727272727273,1,1,1.0,15,20,0.75,1,1,1.0,74,154,0.4805194805194805,0,148,372,0.39,256,496,0.5161290322580645,3,10,0.3,1,1,0,96,313,0.30670926517571884,32,36,0.8888888888888888,20,23,0.8695652173913043,24,29,0.8275862068965517,4,4,1.0,120,339,0.35398230088495575
63,Greg Hardy,Dmitrii Smoliakov,4/27/2019,"Sunrise, Florida, USA",Heavyweight,NO,3 Rnd (5-5-5),Greg Hardy,1,KO/TKO,0,14,30,0.46,17,33,0.5151515151515151,0,0,0.0,0,0,0,12,28,0.42857142857142855,2,2,1.0,0,0,0.0,2,2,1.0,8,15,0.5333333333333333,4,13,0.3076923076923077,0,1,3,0.33,1,3,0.3333333333333333,0,2,0.0,0,0,0,1,3,0.3333333333333333,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,1,3,0.3333333333333333
64,Alex Oliveira,Mike Perry,4/27/2019,"Sunrise, Florida, USA",Welterweight,NO,3 Rnd (5-5-5),Mike Perry,3,Decision - Unanimous,0,48,137,0.35,50,139,0.3597122302158273,0,1,0.0,0,0,0,30,110,0.2727272727272727,7,16,0.4375,11,11,1.0,6,11,0.5454545454545454,0,1,0.0,42,125,0.336,0,65,110,0.59,75,120,0.625,0,1,0.0,0,1,0,48,90,0.5333333333333333,6,8,0.75,11,12,0.9166666666666666,18,19,0.9473684210526315,15,19,0.7894736842105263,32,72,0.4444444444444444
65,Glover Teixeira,Ion Cutelaba,4/27/2019,"Sunrise, Florida, USA",Light Heavyweight,NO,3 Rnd (5-5-5),Glover Teixeira,2,Submission,0,30,57,0.52,35,63,0.5555555555555556,0,7,0.0,1,3,0,24,51,0.47058823529411764,6,6,1.0,0,0,0.0,9,11,0.8181818181818182,5,8,0.625,16,38,0.42105263157894735,0,74,135,0.54,74,135,0.5481481481481482,0,0,0.0,0,1,0,57,113,0.504424778761062,16,21,0.7619047619047619,1,1,1.0,20,25,0.8,11,16,0.6875,43,94,0.4574468085106383
66,John Lineker,Cory Sandhagen,4/27/2019,"Sunrise, Florida, USA",Bantamweight,NO,3 Rnd (5-5-5),Cory Sandhagen,3,Decision - Split,0,106,256,0.41,106,256,0.4140625,1,2,0.5,1,0,0,57,177,0.3220338983050847,39,64,0.609375,10,15,0.6666666666666666,1,6,0.16666666666666666,0,0,0.0,105,250,0.42,0,120,275,0.43,128,283,0.45229681978798586,2,4,0.5,0,0,0,72,218,0.3302752293577982,16,23,0.6956521739130435,32,34,0.9411764705882353,1,2,0.5,0,0,0.0,119,273,0.4358974358974359
67,Roosevelt Roberts,Thomas Gifford,4/27/2019,"Sunrise, Florida, USA",Lightweight,NO,3 Rnd (5-5-5),Roosevelt Roberts,3,Decision - Unanimous,0,53,85,0.62,95,132,0.7196969696969697,2,4,0.5,0,6,0,41,73,0.5616438356164384,7,7,1.0,5,5,1.0,3,3,1.0,19,23,0.8260869565217391,31,59,0.5254237288135594,0,30,70,0.42,86,130,0.6615384615384615,1,1,1.0,0,1,0,16,53,0.3018867924528302,5,7,0.7142857142857143,9,10,0.9,4,5,0.8,2,2,1.0,24,63,0.38095238095238093
68,Ben Saunders,Takashi Sato,4/27/2019,"Sunrise, Florida, USA",Welterweight,NO,3 Rnd (5-5-5),Takashi Sato,2,KO/TKO,0,46,90,0.51,47,91,0.5164835164835165,0,0,0.0,0,0,0,9,46,0.1956521739130435,22,28,0.7857142857142857,15,16,0.9375,17,20,0.85,0,0,0.0,29,70,0.4142857142857143,1,28,69,0.4,33,74,0.44594594594594594,0,0,0.0,0,0,0,25,64,0.390625,2,3,0.6666666666666666,1,2,0.5,2,6,0.3333333333333333,13,19,0.6842105263157895,13,44,0.29545454545454547
69,Andrei Arlovski,Augusto Sakai,4/27/2019,"Sunrise, Florida, USA",Heavyweight,NO,3 Rnd (5-5-5),Augusto Sakai,3,Decision - Split,0,75,175,0.42,82,182,0.45054945054945056,0,0,0.0,0,0,0,31,126,0.24603174603174602,29,31,0.9354838709677419,15,18,0.8333333333333334,10,11,0.9090909090909091,0,0,0.0,65,164,0.39634146341463417,0,42,132,0.31,51,141,0.3617021276595745,0,1,0.0,0,0,0,26,108,0.24074074074074073,8,12,0.6666666666666666,8,12,0.6666666666666666,12,19,0.631578947368421,0,0,0.0,30,113,0.26548672566371684
70,Carla Esparza,Virna Jandiroba,4/27/2019,"Sunrise, Florida, USA",Women's Strawweight,NO,3 Rnd (5-5-5),Carla Esparza,3,Decision - Unanimous,0,25,51,0.49,97,128,0.7578125,4,10,0.4,0,3,1,18,43,0.4186046511627907,6,7,0.8571428571428571,1,1,1.0,8,12,0.6666666666666666,5,9,0.5555555555555556,12,30,0.4,0,17,37,0.45,64,89,0.7191011235955056,3,9,0.33,0,5,2,13,33,0.3939393939393939,4,4,1.0,0,0,0.0,3,6,0.5,1,1,1.0,13,30,0.43333333333333335
71,Gilbert Burns,Mike Davis,4/27/2019,"Sunrise, Florida, USA",Lightweight,NO,3 Rnd (5-5-5),Gilbert Burns,2,Submission,0,49,87,0.56,81,122,0.6639344262295082,3,6,0.5,1,4,0,36,71,0.5070422535211268,4,6,0.6666666666666666,9,10,0.9,4,5,0.8,17,20,0.85,28,62,0.45161290322580644,0,13,44,0.29,17,49,0.3469387755102041,0,0,0.0,0,0,0,5,29,0.1724137931034483,6,13,0.46153846153846156,2,2,1.0,2,2,1.0,0,0,0.0,11,42,0.2619047619047619
72,Jim Miller,Jason Gonzalez,4/27/2019,"Sunrise, Florida, USA",Lightweight,NO,3 Rnd (5-5-5),Jim Miller,1,Submission,0,6,11,0.54,8,14,0.5714285714285714,2,2,1.0,1,1,0,4,9,0.4444444444444444,0,0,0.0,2,2,1.0,0,0,0.0,0,0,0.0,6,11,0.5454545454545454,0,10,25,0.4,10,25,0.4,0,0,0.0,0,0,0,5,20,0.25,0,0,0.0,5,5,1.0,0,0,0.0,0,0,0.0,10,25,0.4
73,Angela Hill,Jodie Esquibel,4/27/2019,"Sunrise, Florida, USA",Women's Strawweight,NO,3 Rnd (5-5-5),Angela Hill,3,Decision - Unanimous,0,117,236,0.49,118,237,0.4978902953586498,0,3,0.0,0,0,0,83,195,0.4256410256410256,30,37,0.8108108108108109,4,4,1.0,13,16,0.8125,1,1,1.0,103,219,0.4703196347031963,0,57,289,0.19,57,289,0.1972318339100346,0,3,0.0,0,0,0,40,243,0.1646090534979424,15,42,0.35714285714285715,2,4,0.5,7,12,0.5833333333333334,0,0,0.0,50,277,0.18050541516245489
74,Court McGee,Dhiego Lima,4/27/2019,"Sunrise, Florida, USA",Welterweight,NO,3 Rnd (5-5-5),Dhiego Lima,3,Decision - Split,1,65,228,0.28,69,232,0.2974137931034483,0,8,0.0,0,0,0,28,166,0.1686746987951807,15,34,0.4411764705882353,22,28,0.7857142857142857,4,4,1.0,1,1,1.0,60,223,0.26905829596412556,0,65,159,0.4,67,161,0.4161490683229814,0,3,0.0,0,0,0,47,135,0.34814814814814815,16,22,0.7272727272727273,2,2,1.0,3,4,0.75,0,0,0.0,62,155,0.4
75,Alistair Overeem,Aleksei Oleinik,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight,NO,5 Rnd (5-5-5-5-5),Alistair Overeem,1,KO/TKO,1,29,33,0.87,31,35,0.8857142857142857,0,1,0.0,0,0,0,23,27,0.8518518518518519,6,6,1.0,0,0,0.0,12,13,0.9230769230769231,12,12,1.0,5,8,0.625,0,38,58,0.65,78,101,0.7722772277227723,0,0,0.0,0,0,0,15,34,0.4411764705882353,23,24,0.9583333333333334,0,0,0.0,26,32,0.8125,0,0,0.0,12,26,0.46153846153846156
76,Islam Makhachev,Arman Tsarukyan,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Lightweight,NO,3 Rnd (5-5-5),Islam Makhachev,3,Decision - Unanimous,0,14,20,0.7,47,53,0.8867924528301887,4,9,0.44,0,2,0,7,12,0.5833333333333334,6,6,1.0,1,2,0.5,8,8,1.0,2,2,1.0,4,10,0.4,0,13,43,0.3,60,90,0.6666666666666666,1,12,0.08,0,0,0,5,25,0.2,7,15,0.4666666666666667,1,3,0.3333333333333333,7,9,0.7777777777777778,0,0,0.0,6,34,0.17647058823529413
77,Sergei Pavlovich,Marcelo Golm,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Heavyweight,NO,3 Rnd (5-5-5),Sergei Pavlovich,1,KO/TKO,1,17,26,0.65,17,26,0.6538461538461539,0,0,0.0,0,0,0,17,26,0.6538461538461539,0,0,0.0,0,0,0.0,3,4,0.75,0,0,0.0,14,22,0.6363636363636364,0,5,15,0.33,5,15,0.3333333333333333,0,0,0.0,0,0,0,4,13,0.3076923076923077,0,1,0.0,1,1,1.0,1,1,1.0,0,0,0.0,4,14,0.2857142857142857
78,Roxanne Modafferi,Antonina Shevchenko,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Women's Flyweight,NO,3 Rnd (5-5-5),Roxanne Modafferi,3,Decision - Split,0,33,79,0.41,105,162,0.6481481481481481,5,6,0.83,0,5,2,29,73,0.3972602739726027,3,5,0.6,1,1,1.0,3,4,0.75,12,15,0.8,18,60,0.3,0,64,116,0.55,87,144,0.6041666666666666,0,0,0.0,0,0,2,50,101,0.49504950495049505,12,13,0.9230769230769231,2,2,1.0,10,11,0.9090909090909091,5,7,0.7142857142857143,49,98,0.5
79,Krzysztof Jotko,Alen Amedovski,4/20/2019,"Saint Petersburg, Saint Petersburg, Russia",Middleweight,NO,3 Rnd (5-5-5),Krzysztof Jotko,3,Decision - Unanimous,0,43,69,0.62,111,149,0.7449664429530202,4,4,1.0,0,5,0,37,56,0.6607142857142857,4,10,0.4,2,3,0.6666666666666666,0,0,0.0,35,44,0.7954545454545454,8,25,0.32,0,6,17,0.35,6,17,0.35294117647058826,0,0,0.0,0,0,1,6,17,0.35294117647058826,0,0,0.0,0,0,0.0,0,0,0.0,3,5,0.6,3,12,0.25
